,Unnamed: 0,ID,player_name,team,overall_innings,overall_runs,balls,overall_average,strike_rate,centuries,thirties,fifties,zeros,overall_notout,home_innings,away_innings,home_runs,home_not_out_count,home_average,total_home_ball_faced,home_strike_rate,home_zeros,home_30s,home_50s,home_100s,form_innings,form_runs,recent_zeros,recent_30s,recent_50s,recent_100s,recent_not_outs,form_average,total_recent_ball_faced,form_strike_rate,away_runs,away_not_out_count,away_average,total_away_ball_faced,away_strike_rate,away_zeros,away_30s,away_50s,away_100s,calculated_home_points,calculated_away_points,calculated_form_points,calculated_value
0,0,1,ME Trescothick,England,3,166,135,55.33333333,123.71266,0,1,2,0,0,3,0,166.0,0.0,55.33333333,0.0,0.0,0.0,1.0,2.0,0.0,3,166,0,1,2,0,0,55.33333333,0,0,36.5,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8355421686325301,0.0,1.6355421686746987,0.8355421686325301
1,1,2,IR Bell,England,8,188,166,26.85714286,100.7270497,0,1,1,0,1,3,5,87.0,1.0,43.5,0.0,0.0,0.0,0.0,1.0,0.0,8,188,0,1,1,0,1,26.85714286,0,0,101.0,0.0,20.2,0.0,0.0,0.0,1.0,0.0,0.0,1.153448275862069,0.7742574257425743,4.191489361702128,0.9914893617872339
2,2,3,KP Pietersen,England,36,1176,856,37.93548387,132.1913712,0,12,7,1,5,12,24,356.0,1.0,32.36363636,0.0,0.0,1.0,6.0,1.0,0.0,10,354,0,5,2,0,2,44.25,0,0,820.0,4.0,41.0,0.0,0.0,0.0,6.0,6.0,0.0,1.1681307455730336,1.6302439024390245,5.38135593220339,2.006780776806122
3,3,4,AJ Strauss,England,4,73,68,18.25,83.49399961,0,1,0,1,0,3,1,51.0,0.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,4,73,1,1,0,0,0,18.25,0,0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7882352941176469,0.7,2.0821917808219177,0.7821917808219176
4,4,5,PD Collingwood,England,33,583,467,19.43333333,108.1106755,0,2,3,3,3,12,21,247.0,0.0,20.58333333,0.0,0.0,0.0,1.0,1.0,0.0,10,102,1,0,0,0,1,11.33333333,0,0,336.0,3.0,18.66666667,0.0,0.0,3.0,1.0,2.0,0.0,0.9186234816680161,1.2854166668125,5.0,1.4492452828867926
5,5,6,JWM Dalrymple,England,3,60,60,20.0,84.48275862,0,1,0,0,0,2,1,28.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3,60,0,1,0,0,0,20.0,0,0,32.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6999999999999998,0.746875,1.5750000000000002,0.775
6,6,7,MH Yardy,England,7,96,72,48.0,99.11739055,0,1,0,2,5,4,3,88.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,96,2,1,0,0,5,48.0,0,0,8.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.06818181818181818,1.0499999999999998,3.6093750000000004,2.5593749999999997
7,7,8,CMW Read,England,1,13,11,13.0,118.1818182,0,0,0,0,0,1,0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,0,0,0,0,0,13.0,0,0,36.5,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.0,0.5,0.7000000000000001
8,8,9,SI Mahmood,England,2,1,2,0.0,50.0,0,0,0,1,2,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,1,0,0,0,2,0.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9,9,10,Shoaib Malik,Pakistan,104,2311,1896,32.54929577,119.8920967,0,23,8,2,33,10,94,306.0,4.0,51.0,0.0,0.0,0.0,4.0,2.0,0.0,10,214,0,1,1,0,2,26.75,0,0,2005.0,29.0,30.84615385,0.0,0.0,2.0,19.0,6.0,0.0,1.5588235294117647,3.192357567745636,5.210280373831775,3.657978681114669
10,10,11,Mohammad Hafeez,Pakistan,93,2298,1940,29.08860759,102.261581,0,17,14,7,14,4,89,132.0,1.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,10,502,1,3,5,0,5,100.4,0,0,2166.0,13.0,28.5,0.0,0.0,7.0,16.0,13.0,0.0,1.0696969696969696,3.408379501385042,5.388446215139442,3.555773870369452
11,11,12,Younis Khan,Pakistan,21,428,347,25.17647059,94.76337298,0,5,2,2,4,1,20,47.0,0.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,10,182,1,2,1,0,4,30.33333333,0,0,381.0,4.0,23.8125,0.0,0.0,2.0,4.0,2.0,0.0,0.7319148936170212,1.5049212598425197,5.329670329670329,1.5270890599836449
12,12,13,Shahid Afridi,Pakistan,88,1397,959,18.38157895,134.7755875,0,8,4,8,12,3,85,21.0,1.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,10,141,1,1,0,0,0,14.1,0,0,1376.0,11.0,18.59459459,0.0,0.0,8.0,8.0,4.0,0.0,1.0499999999999998,2.2866121933902614,5.1063829787234045,2.322337339527559
13,13,14,Mohammad Yousuf,Pakistan,3,50,44,16.66666667,103.7037037,0,0,0,0,0,0,3,31.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3,50,0,0,0,0,0,16.66666667,0,0,50.0,0.0,16.66666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70000000014,1.5,0.70000000014
14,14,15,Inzamam-ul-Haq,Pakistan,1,11,16,0.0,68.75,0,0,0,0,1,0,1,31.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0,0,0,0,1,0.0,0,0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
15,15,16,Abdul Razzaq,Pakistan,28,383,339,22.52941176,107.6591485,0,2,0,2,11,0,28,31.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,10,125,1,1,0,0,2,15.625,0,0,383.0,11.0,22.52941176,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.3722623250548303,5.12,1.3722623250548303
16,16,17,AC Gilchrist,Australia,13,272,203,22.66666667,114.9700465,0,4,0,0,1,3,10,74.0,0.0,24.66666667,0.0,0.0,0.0,1.0,0.0,0.0,10,255,0,4,0,0,1,28.33333333,0,0,198.0,1.0,22.0,0.0,0.0,0.0,3.0,0.0,0.0,0.7608108109054054,1.005050505050505,5.235294117647059,1.0450980393272058
17,17,18,MJ Clarke,Australia,28,488,490,22.18181818,87.19889369,0,5,1,3,6,6,22,135.0,1.0,27.0,0.0,0.0,0.0,3.0,0.0,0.0,10,210,0,1,1,0,1,23.33333333,0,0,353.0,5.0,20.76470588,0.0,0.0,3.0,2.0,1.0,0.0,1.04,1.2798200298923512,5.214285714285714,1.4933681072295082
18,18,19,A Symonds,Australia,11,337,204,56.16666667,130.6167892,0,4,2,2,5,2,9,124.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10,305,2,3,2,0,5,61.0,0,0,213.0,3.0,35.5,0.0,0.0,2.0,3.0,1.0,0.0,0.07258064516129031,1.366901408450704,5.344262295081967,1.675024728068249
19,19,20,RT Ponting,Australia,16,401,311,30.84615385,93.7702862,0,2,2,2,3,2,14,68.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,10,215,1,1,1,0,2,26.875,0,0,333.0,3.0,30.27272727,0.0,0.0,2.0,1.0,2.0,0.0,0.7441176470588234,1.206224406144144,5.209302325581396,1.2206407060349127
20,20,21,DR Martyn,Australia,4,120,77,30.0,127.9001883,0,0,1,0,0,0,4,31.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4,120,0,0,1,0,0,30.0,0,0,120.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,2.1,0.8
21,21,22,SM Katich,Australia,2,69,48,34.5,144.7826087,0,2,0,0,0,0,2,31.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2,69,0,2,0,0,0,34.5,0,0,69.0,0.0,34.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7869565217391304,1.0869565217391304,0.7869565217391304
22,22,23,MEK Hussey,Australia,30,721,542,37.94736842,122.6701368,0,5,4,1,11,3,27,47.0,0.0,15.66666667,0.0,0.0,0.0,0.0,0.0,0.0,10,264,0,1,2,0,4,44.0,0,0,674.0,11.0,42.125,0.0,0.0,1.0,5.0,4.0,0.0,0.700000000148936,1.9624072700296735,5.284090909090909,1.9166362507905688
23,23,24,BB McCullum,New Zealand,70,2140,1623,37.54385965,119.2739384,2,13,13,3,13,23,47,787.0,6.0,46.29411765,0.0,0.0,1.0,4.0,6.0,1.0,10,326,1,2,3,0,2,40.75,0,0,1353.0,7.0,33.825,0.0,0.0,2.0,9.0,7.0,1.0,1.823805964631512,2.2293736141906875,5.368098159509202,3.1657238891822423
24,24,25,SP Fleming,New Zealand,5,110,87,22.0,120.3479853,0,2,0,0,0,4,1,79.0,0.0,19.75,0.0,0.0,0.0,1.0,0.0,0.0,5,110,0,2,0,0,0,22.0,0,0,31.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7759493670886075,0.7483870967741935,2.6363636363636362,0.8363636363636363
25,25,26,MS Sinclair,New Zealand,2,0,5,0.0,0.0,0,0,0,2,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,2,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26,27,SB Styris,New Zealand,29,578,493,22.23076923,109.666148,0,7,1,0,3,8,21,206.0,0.0,25.75,0.0,0.0,0.0,2.0,1.0,0.0,10,225,0,4,0,0,0,22.5,0,0,372.0,3.0,20.66666667,0.0,0.0,0.0,5.0,0.0,0.0,0.9330097087378639,1.2400537635725806,5.266666666666667,1.4581048708806228
27,27,28,CD McMillan,New Zealand,7,187,119,37.4,139.8197241,0,2,1,0,2,1,6,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7,187,0,2,1,0,2,37.4,0,0,178.0,2.0,44.5,0.0,0.0,0.0,2.0,1.0,0.0,0.7,1.2522471910112358,3.724598930481283,1.204598930481283
28,28,29,CL Cairns,New Zealand,2,3,14,1.5,22.5,0,0,0,0,0,2,0,3.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,0,0,0,0,1.5,0,0,36.5,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6999999999999998,0.0,1.0,0.6999999999999998
29,29,30,HJH Marshall,New Zealand,3,12,14,4.0,79.76190476,0,0,0,0,0,2,1,9.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,3,12,0,0,0,0,0,4.0,0,0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6999999999999998,1.5,0.7
30,30,31,AR Adams,New Zealand,2,13,12,13.0,110.0,0,0,0,0,1,2,0,13.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2,13,0,0,0,0,1,13.0,0,0,36.5,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4000000000000001,0.0,1.0,1.4000000000000001
31,31,32,JW Wilson,New Zealand,1,18,14,18.0,128.5714286,0,0,0,0,0,1,0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,18,0,0,0,0,0,18.0,0,0,36.5,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.5,0.7
32,32,33,DR Tuffey,New Zealand,2,5,5,5.0,125.0,0,0,0,1,1,2,0,5.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,2,5,1,0,0,0,1,5.0,0,0,36.5,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4000000000000001,0.0,1.0,1.4000000000000001
33,33,34,KD Mills,New Zealand,19,137,125,12.45454545,83.40802764,0,2,0,5,8,7,12,64.0,2.0,12.8,0.0,0.0,2.0,1.0,0.0,0.0,10,31,3,0,0,0,5,6.2,0,0,73.0,6.0,12.16666667,0.0,0.0,3.0,1.0,0.0,0.0,1.1440625,1.6465753428493148,5.0,1.6251493028102189
34,34,35,JEC Franklin,New Zealand,31,463,398,21.04545455,110.3680078,0,3,2,2,9,17,14,302.0,5.0,25.16666667,0.0,0.0,0.0,2.0,1.0,0.0,10,119,2,0,1,0,2,14.875,0,0,161.0,4.0,16.1,0.0,0.0,2.0,1.0,1.0,0.0,1.3294150111688743,1.371304347826087,5.2521008403361344,1.6893873946760258
35,35,36,LRPL Taylor,New Zealand,93,1909,1620,26.51388889,110.090541,0,14,7,6,21,42,51,881.0,10.0,27.53125,0.0,0.0,3.0,8.0,3.0,0.0,10,238,1,0,2,0,1,26.44444444,0,0,1028.0,11.0,25.7,0.0,0.0,3.0,6.0,4.0,0.0,1.9198850737797954,1.9343287937743188,5.2521008403361344,2.950264099915662
36,36,37,NJ Astle,New Zealand,4,74,69,24.66666667,101.540014,0,1,0,0,1,3,1,64.0,1.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,4,74,0,1,0,0,1,24.66666667,0,0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1203124999999998,0.7000000000000001,2.081081081081081,1.0144144145405405
37,37,38,JAH Marshall,New Zealand,2,14,15,7.0,71.59090909,0,0,0,0,0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14,0,0,0,0,0,7.0,0,0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7000000000000001,1.0,0.6999999999999998
38,38,39,PD McGlashan,New Zealand,9,61,65,7.625,92.31481481,0,0,0,0,1,5,4,45.0,1.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,9,61,0,0,0,0,1,7.625,0,0,16.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8749999999999999,0.7,4.5,0.7874999999999999
39,39,40,SE Bond,New Zealand,8,21,21,4.2,92.26190476,0,0,0,2,3,3,5,9.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,8,21,2,0,0,0,3,4.2,0,0,12.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0999999999999996,0.8749999999999999,4.0,1.1199999999999999
40,40,41,MR Gillespie,New Zealand,6,21,32,7.0,66.46825397,0,0,0,1,3,1,5,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,21,1,0,0,0,3,7.0,0,0,18.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1666666666666665,3.0,1.3999999999999997
41,41,42,WU Tharanga,Sri Lanka,26,407,348,16.28,100.4247763,0,4,0,3,1,8,18,133.0,1.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,10,191,0,2,0,0,1,21.22222222,0,0,274.0,0.0,15.22222222,0.0,0.0,3.0,3.0,0.0,0.0,0.8902255639097744,0.9956204378540146,5.157068062827225,1.1112923832923833
42,42,43,ST Jayasuriya,Sri Lanka,28,615,495,23.65384615,95.51849995,0,4,4,4,2,4,24,64.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,10,88,1,1,0,0,1,9.777777778,0,0,551.0,2.0,25.04545455,0.0,0.0,4.0,3.0,4.0,0.0,0.79375,1.4823296487114337,5.170454545454545,1.5733583488455287
43,43,44,DPMD Jayawardene,Sri Lanka,52,1458,1141,35.56097561,108.5778692,1,9,9,2,11,17,35,466.0,3.0,33.28571429,0.0,0.0,0.0,6.0,2.0,0.0,10,269,0,1,2,0,2,33.625,0,0,992.0,8.0,36.74074074,0.0,0.0,2.0,3.0,7.0,1.0,1.3972103005386267,2.018798536421371,5.278810408921934,2.546241092046639
44,44,45,JR Hopes,Australia,7,105,100,21.0,124.8484848,0,1,0,0,2,2,5,29.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,7,105,0,1,0,0,2,21.0,0,0,76.0,1.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3999999999999997,0.9736842105263157,3.6,1.0799999999999998
45,45,46,GC Smith,South Africa,32,911,752,29.38709677,109.8972935,0,9,4,1,1,16,16,528.0,1.0,35.2,0.0,0.0,1.0,3.0,4.0,0.0,10,263,1,3,1,0,0,26.3,0,0,383.0,0.0,23.9375,0.0,0.0,0.0,6.0,0.0,0.0,1.2466666666666668,1.0759791122715403,5.285171102661597,1.6182996351789243
46,46,47,HH Dippenaar,South Africa,1,1,5,1.0,20.0,0,0,0,0,0,0,1,31.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1.0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.7
47,47,48,HH Gibbs,South Africa,23,400,333,18.18181818,92.89097604,0,2,3,4,1,11,12,239.0,1.0,23.9,0.0,0.0,2.0,0.0,2.0,0.0,10,175,0,2,1,0,0,17.5,0,0,161.0,0.0,13.41666667,0.0,0.0,2.0,2.0,1.0,0.0,1.0461506276150627,1.1472049691180124,5.3428571428571425,1.421818181745
48,48,49,MV Boucher,South Africa,20,268,287,17.86666667,89.55782581,0,2,0,1,5,8,12,150.0,2.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,10,74,1,0,0,0,4,12.33333333,0,0,118.0,3.0,13.11111111,0.0,0.0,1.0,0.0,0.0,0.0,1.0933333333333335,0.9333333332542373,5.0,1.1572139305223879
49,49,50,SM Pollock,South Africa,9,86,72,14.33333333,72.16161616,0,1,0,3,3,8,1,62.0,3.0,12.4,0.0,0.0,3.0,1.0,0.0,0.0,9,86,3,1,0,0,3,14.33333333,0,0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3135483870967741,0.6999999999999998,4.656976744186046,1.2069767439418604
50,50,51,JH Kallis,South Africa,23,666,564,37.0,113.0641379,0,5,5,0,5,4,19,92.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,10,240,0,1,2,0,3,34.28571429,0,0,574.0,5.0,41.0,0.0,0.0,0.0,5.0,4.0,0.0,0.8304347826086955,1.5954703832752613,5.3125,1.6714714714714713
51,51,52,AJ Hall,South Africa,1,11,10,11.0,110.0,0,0,0,0,0,0,1,31.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0,0,0,0,0,11.0,0,0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.7
52,52,53,JA Rudolph,South Africa,1,6,7,0.0,85.71428571,0,0,0,0,1,0,1,31.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0,0,0,0,1,0.0,0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
53,53,54,J Botha,South Africa,20,201,171,18.27272727,123.5604414,0,1,0,1,9,8,12,106.0,4.0,26.5,0.0,0.0,0.0,1.0,0.0,0.0,10,130,1,1,0,0,2,16.25,0,0,95.0,5.0,13.57142857,0.0,0.0,1.0,0.0,0.0,0.0,1.513207547169811,1.1999999998736843,5.115384615384616,1.4219810038805971
54,54,55,GJP Kruger,South Africa,1,3,5,3.0,60.0,0,0,0,0,0,0,1,31.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,0,0,0,0,3.0,0,0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6999999999999998,0.5,0.6999999999999998
55,55,56,M Zondeki,South Africa,1,0,1,0.0,0.0,0,0,0,1,0,0,1,31.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,56,57,LE Bosman,South Africa,13,270,193,20.76923077,98.92383202,0,1,2,2,0,7,6,242.0,0.0,34.57142857,0.0,0.0,0.0,1.0,2.0,0.0,10,218,2,1,2,0,0,21.8,0,0,28.0,0.0,4.666666667,0.0,0.0,2.0,0.0,0.0,0.0,0.916942148731405,0.70000000005,5.344036697247707,1.0611111111370368
57,57,58,JJ van der Wath,South Africa,4,46,40,15.33333333,120.8333333,0,0,0,0,1,4,0,46.0,1.0,15.33333333,0.0,0.0,0.0,0.0,0.0,0.0,4,46,0,0,0,0,1,15.33333333,0,0,36.5,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333331304347,0.0,2.0,0.9333333331304347
58,58,59,SR Watson,Australia,56,1462,1040,29.83673469,115.8409399,1,11,10,3,7,12,44,420.0,3.0,46.66666667,0.0,0.0,0.0,3.0,2.0,1.0,10,306,0,2,0,1,3,43.71428571,0,0,1042.0,4.0,26.05,0.0,0.0,3.0,8.0,8.0,0.0,1.4047619048285713,2.2901535508637236,5.294117647058824,2.810943912344733
59,59,60,GB Hogg,Australia,4,55,42,13.75,109.837963,0,1,0,0,0,1,3,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4,55,0,1,0,0,0,13.75,0,0,51.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.7882352941176469,2.109090909090909,0.8090909090909091
60,60,61,B Lee,Australia,12,101,71,16.83333333,109.6230159,0,1,0,3,6,2,10,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,43,3,0,0,0,5,8.6,0,0,95.0,4.0,15.83333333,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.3245614032631579,5.0,1.5782178215049503
61,61,62,NW Bracken,Australia,6,15,22,5.0,115.6565657,0,0,0,1,3,1,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,15,1,0,0,0,3,5.0,0,0,14.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,1.7499999999999998,3.0,1.4000000000000001
62,62,63,CH Gayle,West Indies,57,1656,1255,31.84615385,107.9397562,2,6,13,4,5,17,40,316.0,0.0,18.58823529,0.0,0.0,2.0,2.0,1.0,0.0,10,137,2,1,0,0,0,13.7,0,0,1340.0,5.0,38.28571429,0.0,0.0,2.0,4.0,12.0,2.0,1.0227848099715189,2.411940298597015,5.10948905109489,2.8325250837047102
63,63,64,D Ganga,West Indies,1,26,31,26.0,83.87096774,0,0,0,0,0,0,1,31.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26,0,0,0,0,0,26.0,0,0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.5,0.7000000000000001
64,64,65,RS Morton,West Indies,7,96,105,16.0,72.46598639,0,1,0,1,1,0,7,31.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7,96,1,1,0,0,1,16.0,0,0,96.0,1.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9260416666666667,3.6093750000000004,0.9260416666666667
65,65,66,DR Smith,West Indies,32,582,484,19.4,116.1387851,0,2,3,1,2,10,22,184.0,0.0,18.4,0.0,0.0,1.0,1.0,1.0,0.0,10,184,0,0,1,0,0,18.4,0,0,398.0,2.0,19.9,0.0,0.0,0.0,1.0,2.0,0.0,0.9445652173913043,1.184572864321608,5.163043478260869,1.4064604810996562
66,66,67,WW Hinds,West Indies,4,30,42,10.0,54.71230159,0,0,0,1,1,1,3,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4,30,1,0,0,0,1,10.0,0,0,25.0,1.0,12.5,0.0,0.0,1.0,0.0,0.0,0.0,0.7000000000000001,1.05,2.0,0.9333333333333333
67,67,68,S Chanderpaul,West Indies,22,343,357,20.17647059,95.79395468,0,2,0,1,5,8,14,148.0,1.0,21.14285714,0.0,0.0,0.0,0.0,0.0,0.0,10,168,0,0,0,0,2,21.0,0,0,195.0,4.0,19.5,0.0,0.0,1.0,2.0,0.0,0.0,0.7999999998918919,1.1953846153846153,5.0,1.0983021780932944
68,68,69,DJ Bravo,West Indies,62,1157,1044,24.10416667,100.1562399,0,9,4,6,14,22,40,360.0,6.0,22.5,0.0,0.0,1.0,3.0,0.0,0.0,10,128,1,0,1,0,2,16.0,0,0,797.0,8.0,24.90625,0.0,0.0,5.0,6.0,4.0,0.0,1.2375,1.9289523212045172,5.234375,2.2706316624701817
69,69,70,D Ramdin,West Indies,49,636,573,19.27272727,104.3002669,0,6,1,3,16,11,38,82.0,3.0,10.25,0.0,0.0,1.0,1.0,0.0,0.0,10,194,0,2,0,0,4,32.33333333,0,0,554.0,13.0,22.16,0.0,0.0,2.0,5.0,1.0,0.0,1.163719512195122,1.784216606498195,5.154639175257731,1.9639222411336477
70,70,71,L Vincent,New Zealand,9,174,186,19.33333333,77.93704164,0,2,0,1,0,1,8,42.0,0.0,42.0,0.0,0.0,0.0,1.0,0.0,0.0,9,174,1,2,0,0,0,19.33333333,0,0,132.0,0.0,16.5,0.0,0.0,1.0,1.0,0.0,0.0,0.7357142857142857,0.7909090909090909,4.655172413793103,0.8551724136724137
71,71,72,PG Fulton,New Zealand,12,127,145,11.54545455,68.26728255,0,0,0,2,1,4,8,40.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10,97,2,0,0,0,1,10.77777778,0,0,87.0,1.0,12.42857143,0.0,0.0,2.0,0.0,0.0,0.0,0.7000000000000001,0.8000000000919539,5.0,0.7636363639370078
72,72,73,GO Jones,England,2,33,25,33.0,131.4935065,0,0,0,0,1,2,0,33.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2,33,0,0,0,0,1,33.0,0,0,36.5,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,1.0,1.4
73,73,74,A Flintoff,England,7,76,62,15.2,108.8950054,0,1,0,1,2,1,6,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7,76,1,1,0,0,2,15.2,0,0,70.0,2.0,17.5,0.0,0.0,1.0,1.0,0.0,0.0,0.6999999999999998,1.1785714285714286,3.638157894736842,1.118157894736842
74,74,75,MP Vaughan,England,2,27,22,13.5,64.28571429,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,27,1,0,0,0,0,13.5,0,0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.7
75,75,76,VS Solanki,England,3,76,61,25.33333333,138.2365591,0,1,0,0,0,1,2,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3,76,0,1,0,0,0,25.33333333,0,0,67.0,0.0,33.5,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.744776119402985,1.5592105263157894,0.759210526223684
76,76,77,ML Hayden,Australia,9,308,218,51.33333333,143.0753512,0,0,4,0,3,1,8,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,9,308,0,0,4,0,3,51.33333333,0,0,288.0,3.0,57.6,0.0,0.0,0.0,0.0,4.0,0.0,0.7000000000000001,1.4533333333333334,4.85064935064935,1.4006493505811688
77,77,78,JN Gillespie,Australia,1,24,18,24.0,133.3333333,0,0,0,0,0,0,1,31.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24,0,0,0,0,0,24.0,0,0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6999999999999998,0.5,0.6999999999999998
78,78,79,MS Kasprowicz,Australia,1,3,6,0.0,50.0,0,0,0,0,1,0,1,31.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,0,0,0,1,0.0,0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
